identification,NSS,HASH(NSS)
bL8QMg85A,115290430591904,030176924
bt0tvG4mSHO,604959657624151,789450834
sV0SQgJgcw0c,154700245309270,390120578
oZehf4MTGuWnj3A,807299753576500,981423620
yNDU9HAnmk,781364289123088,059426892
XRtYaLRRYG,236333535133238,425363721
8h2iLVSJDFZV,074871646251657,560896257
QhtsVBiSVw,924103835637667,830648442
EZpuIL4RukzAZ,234302669379021,668396233
cyNone08mBpnGA,656360475433288,212532349
yRoJ20utA,464629643758806,447407171
MP0bSRmu9,008895320406590,173639887
vRNoKgZUIfQUtj,274724403461014,235648601
xREZVfNyQLwk,960759108249036,645993618
QtZdIkNMDT0,212597809550980,955527322
QWX74HJ6SjhMk0,218977884882692,038977945
uPoK7X9rRXW,234156566592859,277765579
hOOWLdZG3,821255214584191,724737516
ghpOByBP48U,677919697660611,290080050
q5BeOiB1E1W,637162902501809,008371910
Qlh0orKi,041244818877303,267412586
pz1M5FAHCEDTf,477928543325302,594573149
0XHWNwCdAPHiIKQZ,714290500034035,162226853
7XxlsMUoMP,625325582493919,019612223
mYDYso5MU,125303496715163,949813183
4E9oO5En,731720353251679,532367443
fCldTsFkY4E43zc,962448093107936,733168443
1XNzAG5OaK,823088088058752,590725438
EmDcZ4oZGyCUmQBv,540396867728238,738382459
rHGfj56KdUF3XouF,552805521855480,849927603
qLsUKZkuHD,611206366961467,439634684
GHLEOycbN92,637199105578693,651171138
MjDanJHWY9H,581004797695976,382382896
hYSG3QUwX3NV5,997635943861889,297133933
WJu99dcTAMXE,224387732611033,080647003
9LcRKPFWbrF5w8,223630008994001,034734129
hN4pYjuyL,635848101769808,644553724
JFHVxGeAZYwFhtuK,657306705806264,847130732
HDygDqtCm,629203770118351,907733048
3ivSfY9LRe8t,575598749142591,793645569
U4w56VTzdAX,991000983089682,168755180
BOTYz2FB,763854826406315,237036327
LZ28J4QlN,143403788333552,927508250
IgVnTtpKps,283931495006526,169520297
yTZ9PXtoDM8A2Dx,358410398145560,698225615
nJYhY54vYSowxdYh,798703865876148,235067101
nM84mCVTSublXFE,324812633630747,443274188
TQZMcHv46AYPjyIs,918788748284591,715779851
vQpNGrUckz2t,034714688288857,435799649
b60Sp4P9,157585205830704,157340352
ky71VQeV8,159998002721627,551873386
uUeAuDNxpTq3n,790645010995318,858153310
1IgQCr6obqA,915006815392369,483170855
PJzvXHphCKEb8Zq,412801938367075,665521090
gPSXJJeVdxXmn,447873036529669,257151440
vcDLXcvnTm,531045574983514,302716508
rXdQYPFMPb,009059163351617,166327818
TsBCTYLV0Lto,254654823544183,877244521
qE2SWbsqAq,982632173158418,683428899
wJdZ7zevuBHJ3,074172597396275,240630893
JVINfJa9hpCTLpue,821245088642778,543427356
DX2eIhg2IPh2tK,660163492964388,657280993
eA3yKDyRPn,268490751178656,937538868
ByG0LlVZxIJC,902265142201231,266904852
ABSd1e9do8tgK,475677317445413,771753500
Rku5fsjxhNT5h0,401326019157934,722032785
jtPO1p0FYEqxWY,932396765433403,266779440
ZNU64gRr4tx8DPp,220336788748223,601446996
qerdeiZwB,558050233622380,389317006
wxcACBzCr4,755628820439303,276931542
55D1B4NKpj,584393545719273,892599438
VT42Ds8dUyc,424961316330773,521023902
SUGn414aWm6r,781615096974206,751324064
0qELPN3Qp9,361157260985565,916919408
yiLivHxWQuruK,040022679716384,691918477
vypCSzBEUcQv,000027327382072,263968008
2tAhwqThj69a,490466090890143,444321567
M25FPuaHG49bwd,487176839105997,887795854
tq8pnH0S,035671555219635,359437802
shOArfvM,614710311616662,990946349
Il4uLWhdPWxdhQ,065362775531932,478176576
9JZzafanQCccqi4q,282786543684741,106530561
yIrfuqAhNf3Z,854086294776973,773638837
F8EkcXRmY,382494259121661,805134395
uSHr1OK7eXT,340348193267432,628786395
YhTKMommrqMX3g5j,920821433211469,214453310
VOwmmbAB9KpBXR,003009964239912,112582041
DnxjGrkx8DzS7rM,858920863185949,388973776
QyQNWuhVeRgK,729675528031073,919487989
gxu47ltroDUOU08e,398046844426644,359008832
5yrElGaudd1U,069971559298296,416435499
ogFbIXad0OR7zJ,774689991289544,373242198
0eRoXwAk7Oo,848498343367289,906359732
uwbadPAYJwT,791154726253053,314249153
fPi7Vtk0nNlHodiI,983376218794561,438744921
AmTOkNQdRx,603052329073077,740460050
C3Fz7qb4mJKCNzx,054121075638866,886766397
ifOLwIpTsrrK,854626781815172,017470603
jXqZUD2vKX,350826357263954,678035485
jNmSEnjIjB,721585728137894,801205166
TkngY2VagEN,840893137156477,054305136
Kn0HbIwIroE,978727905450892,535989156
cjMiXdKthIXk8g,941797070184648,527520329
l79PIS2wDl,486542846878995,582657814
XH5FxNFSChLsvxBI,344292227482623,970029200
qBWwRy3ntdtxWhz,134505761759080,135937110
L9ger1cmlU3,395336040755057,343587358
96rwWOEHt,195737082018969,102936754
9vkevKUzrF4L,346888862664945,731134854
XzTcYb1vigK,233969271473951,462347014
doIW6zs61L65N,141146316369225,262238705
lPG7VzjKYQpHN82,116889583484851,424945723
xXh4WKXB,378031028817434,246866402
eQ7Drs6A4m,850729481729297,172442161
AGbZ8qEWx,422053947586966,188560268
W9ihtigCeG,760061887485123,477104332
aOgR4Ja7,285787802381385,025641660
PzPgX4jeIrKjH4,247675871578914,071311109
mjMoKoGlmuE1i,652554283183021,513357961
oQGJ20OvmXhX,076779028367696,618088003
7vmhMl9LMVyM,844080489796496,703746690
iCN3nQMj,862102082758462,101322926
ZmzrLrCMOzdabo,029837367424913,480140958
vVcxKfy5LWm6h,580056226136857,001733070
dvIp7kCENU3,103044215352055,762601323
CB7LQ5YdJiBPbQ8n,592752265004126,800590101
1Z42PhgiZZVraG3,376046462131899,618492556
1KPP3itmU,749095450348407,115813935
fKLhaoeqDhyFL,909520785202544,949233466
i82xvxFDW7,022738599302210,005155426
m1vl5GdJ1NE,660203384010171,523823855
x04EFkiRnyj,773401941809108,103728027
a3QxIGXgzIC,446458547076764,365764981
OfQtE7H01U4Gp,402370891009873,998185182
GIgdJzHk,125084192539802,268675277
zjTXdqXBvhZtKIcQ,020717024182647,602194141
kX2N2sGSz8EG65z,013332400093187,796215968
rYjJJH9ldGm,748352154933402,615031405
iLR7Ej0M5i,042752894257237,705450932
eTNS3KGwsLHdAfs,159439367468797,076734699
ad4Ji4oCIxuGgr,252307592776811,339025781
Aro6z1VrNYR3ePl8,065701986251218,720093451
dkgGr4uuTdw8U,825155113612829,477992764
pcwlqiE5HQ02Tvh,729253040267004,248539448
OmMqugxJRCK7JT,104267145790064,562364107
kJygEi3TdYr6,020902718319066,305038102
b0490V2EUDPIPGy,913615075365734,546888340
B7uMloS198RuAFLC,594718682443534,508560718
sL2Hy71wCmp7g,639773846915098,097307193
WeBnRwcPVoX8C3jO,789670774136008,828106162
zsZXnydPD1,309641819589126,551839122
mtZCyyiKTX,261938529297469,168740991
DuyUthdnKdAbfLqh,564919421307657,976845117
twjCjhdsE,006251805444079,103261810
jyA58YAK,981338624094940,651100846
Hs4aUrP8cB6Y,670465350887980,561057253
u7pkBvfkwf0,425668063868213,095262977
LH3VBbDsyCbJAf,542705132710693,808747658
TrkTMsPQlG5dAnL,290307640534689,608752533
0S7hoDfjj,058924512619923,470679556
WrJEtloy5,876119808218533,307582677
g01mBrI14Vyjw0b,059279046222294,712116271
X2iBpsOW0x9Zz,737711836339835,553451814
iNSfOoKh6,260534292165097,586085807
YR832hImUknhX,791773990455728,853943390
yN4PCrofmr0H5a,843148452053344,856849719
DGQ1jfBMXcAi4vIo,283567833299851,820344631
ybmkxVbLAp3PdFP,740915736589464,534580447
KuKHaZ95O,196073390345229,402569563
ZKpmXkp50B0U,620035675482397,406798835
Gx01LV8A8Y,668294663732454,043891590
CbNiOQP3P7,831518638403745,201994867
woWo15l0t,326237026317989,740116740
SacPtLgT9F4u51N4,514506967971878,760695463
AISiYWv9XQPGy0x,631354184295191,718039856
2kcwRGtQnWmEh,623177339701293,849392682
ha9YmWRKQg12,490200253473537,729758179
M2KaJzWC4LO8,383648661158748,442872692
XnMdiglZ0Y,074358309599175,403967113
DiEjs8XK7sR,185736930967008,032191474
swUr4BB5w5mfdA,776105421768606,322655166
WISYy31EYYYJKm0S,605604648012852,155857676
Fq0BRRDtTVnc,150769118662265,677242917
bO4oIMdM3oy,831268740288352,147685085
BZKGAY1WWdpXR,266568580917727,796269708
5YzSlYog2Y2a,164412265280099,603523337
sAOcg7QolbikpW,688097580474620,458825440
nG7X5n7nVTGWAN,161073259671115,017458870
kzHH4Gk5R,331657002384796,460294725
EEdXocu2LOk,523382542229644,107003549
H4ezGtvHWS8G,607575496327580,959079739
hu2ElU9jz8W5z,430235602645938,832839428
n8jOvLxgXhgVYU,972151793668352,894496172
Uh5PvseCJJGk,390320439553528,495764200
4UjiqPE6v,478591612175229,675398576
8pvd06tKsDWyuBH,541367612741567,474802903
EPmx79YT,945205226096493,086753083
g49KLZBA1IPwW5P,286997494864797,422810340
r5ZbEYvw,978566429342931,171839649
NlzXbMqk22Q6F8Gk,471755916237409,548100438
aLDXEh1z,677873454474666,533276809
C6onNdgQr,348603594286691,020954356
qSxh4Tlrs9ipfR9,367985001543687,705122881
3iblxCHr1rJqp,689768280326827,057439962
FXszmCnQnwa,934482237393845,309662294
5MFTB8ifq7KkBkH,883039327487750,861362294
Ellj2DPb,390451997625673,282715295
49J6uqs1872FsMGR,703869418692704,708212091
ff98WlpmBrOjSHM,336891305386539,418156169
J7aRTAVVC72y1,325426829373538,614317233
OiFyx52Vwj3gnl7i,931164505453670,145977767
QI8V1r9BLb2spVtA,755987688424557,932514268
Mwm9U3BlibcV2K,874323296867601,741717023
lsmeRdhZh0J8,874616580628003,261056499
JiZ5C17HbEf,162583208127146,843106714
24BXNRES8Y,260967293977750,744526860
vcMIjSiicT,094796882323314,921293092
w3ItexSQ2R7gknzG,200604295970049,617374591
pscKlmw8,683994496035460,814090284
AKS5wNT8,609618044941620,023447166
udTiXkePv7WhWg,353682225953793,476556937
Ud8UzTzWI7LvP4M2,930923059767806,144312858
neQ9l4qmro,657024577205421,715383650
ZFhc8Lspj1n1aPM,659688544408139,689233200
VgSDMJXlTnTFfe7q,433088433040611,177502910
VeLrLgwfmtnE5E,803915398877271,949793859
47nmVmpHE,314467298869153,502433810
L6w9u5X9AVU,601395378634136,933951060
yv5e1XO7bYzw,925201518799099,112762549
x9AXevMVuqCpdU,252084341521936,558186621
55JKKyZ1arDQ,171464277455957,436318983
9qwhDN8haYxrvC,769329818227661,976548755
SCjSzGdJ,276900481086540,948695847
kpVC1zHHdr86Pa,013896095111835,687338939
aWEXktRn,712564835924610,130396849
pZoGrxpurwAc7Ai,182027516767850,734073835
642VSJQYfv,051148877118237,373166227
mwU8OF0Yd,388175575483713,001725920
AQgqPcz5,302802178779364,188921464
32IIttvq,157007757384145,699083330
cB75V3hClEVW,035662170835616,027192691
s1vRpLEmsCI,766343066576602,166147537
aUsFgytYMzTN,657894631103024,591687238
oVc9YMHDNNIn,051631223380394,014410868
kW1uaZogvQElJ7B,820058592113727,736406767
Ecg9M95dXPhP83P7,237573892778538,200062775
7cpajV5JejvOYgW,408188625102256,398488946
AwBdTa0Vh,038211923736415,568772138
6Da1WBgZC,481395095136033,940983965
qgY4F3qPJ9OC9P,591603307990556,299981716
HGNz5fa96I,584437932925691,448978977
DN508ffOtsj,477282352157042,008610191
Ksfu7MnS,351209113022158,673060640
1Jp9l21YRZKA,560643971747282,544237319
n8MvgnHlfAt,225731424322770,296814033
QfsfeGnNVQBfmVib,988264834121574,162137361
JdHnWe96vP,628059770052301,936299842
TrHWzlMV65y,631788808887952,420259481
j5vIVVCqLkMuL7O,014799002916894,034989186
KsuAJDMvJfbq,303237384593392,484567149
HMysxYHzKmPu,534626126297913,406813574
R7mmQfZJRcJn6CEi,007826095197904,560456617
5ImDjNzBg,112441504116357,508321548
cSxJ59jsv1K,110277318869824,403211513
1MG2HxYQmpH,681139527815477,392758113
KET68lJU6Kp0ovO1,030325134792932,951028374
QIMRDHtdD3,216302826352425,690002225
CJ6Do62OnYQgQ,628651624340001,951267408
WVbzj5E15r,824023008214421,929507254
UnHDAxXjrkX,157030399375067,872754660
aeUofg3izVkIwZf,949246832134020,294166475
WeIIqywGoeYgFz1N,452416911840538,752923984
062zBjH1bB,005641033600485,335661632
HbR77bO5nwwhgT,164730042672937,871146432
OMwk2GM4L,540716084830055,523795940
ZG4H0JSNHTiy,914820978846600,311562054
J83drsvjgCT24,565931982539809,820762871
MHbSsVmUTzmocGb,063278214375397,762746087
3uEagAzs,674269838341574,088260157
M3JBNp6yL,820371243473075,616660901
fUBVrCBts2,506530255997223,959762588
Ga9xsnduZgPxp,157490476332677,470153430
DIeeVwfgNyqRT,838943207100773,391630451
CkbcOMcm,122318920684586,971953728
4jXZpxf03pb,702821858957666,003440569
HJsk2CfDPdGTA,781210179606418,348968245
amB6fnp5aClBH7S,021201275807200,400313936
nnYkRgc3FfwpKV,690563772763081,334280998
NhoHpgj1JVyijJA,684751187798277,458408717
90BaaKqp0OtEJaHS,209815437539135,281916239
ajGWYJO8cC,988096761217270,590826218
dh6KaoDW,466093168943355,042753877
XiXPrUCoD,378615668826475,508022907
JmAcQh9M1,139671593142403,171442092
zIHScg83C9dgS7pb,346865625146347,036147249
Thj8VSVxga,488106259734225,591797574
QBnNnHdGIQ,507135046323255,463418260
iF7pfTNO6cwGbwm,510265063301449,303246814
4YL6CfEfjr3yd0FN,696825750942142,125333920
lf7pKUc3ic,406206584779002,393640252
hlBD0Zmw4uZ9qH,139662389468050,150027620
TyxDFUFB3nFSL,061778191135005,593540829
zh8irUlGICQk,470071155090517,284905439
UzGyTNsI9,885594662948609,045488808
BCBY9ifEji97eNf,725580220019242,249219029
8pAJiO6ktxfsFqM,856378726594532,153614770
vrI1aboH,350441218275548,895596648
5iI3rHL01ssK,928342110946460,744781159
mTzX5jZs7bIfaYB,819107867342870,468144290
hnq810Qx1TqHrt0,855475751089905,276446582
nt3Zg5L2t,079066621022050,897907402
qAbMlUxi3,424396916107199,967916714
t5ApwSc5A4PZfOq,428872944295053,665518603
cJ6imhFoHv,977092159085459,235710894
8zgM7UzQomLh0S,271577175479358,283196921
gJG0jViXrSf,031133430368067,474900248
NG95emaqqWAqjZO,372569119909682,710848695
Wc7s7x304Uu,187197864902229,570218369
l5yh7MyG5Du,701467020379159,932472898
B0roGSAou0sD,008474425169893,666532280
ZWf8UNhP1d,158840958199217,127315082
gtQpjYaDlDoOQd,758124188611601,274682247
bY63jYRJYm,550718585166854,680498722
PFZBb6dvNeCBX,495210833472284,204491908
gtareqNq,760897417311368,088977687
14MfemLn,481957847821049,706915574
bSZM5ozOTs,015771801860898,188790769
hf2Mu2KMQ4Afdvy,614829350793056,945231440
MKqgN3JFi53Sh,412428580534931,784210144
NWd6bId1BDcm,703078019318472,209088218
oY17BRRyF,310731696396431,937437331
okGiO8fgYhc,160568202466535,288969402
spQ3Fz2BaaPONkeU,710413309101999,671793267
evEjC3fIPobEP,907194717899134,141048207
Aqe3mBMYRikU8,893240429340545,016115549
XFLQCUPjtKD0obJ,457710863824145,013304439
78yepeik,049300938271509,947175475
KMnmDQPxr,790238835128384,963013765
hFKzAkSlnkiQ,925356920829974,452877990
W48Cs0qSpMVCBh0y,535664610377528,111680840
2qy1zXriuhhztDf,227337161188757,577897934
BejqEytZFKMR,593336288510531,598487803
10cw7QE27Z5yl,296039659994242,163816313
9U9l1G6U,237462330803925,522897373
5HUn0Ub5X5ngy,314813049053910,479111487
ym20u6ugimerzNi,757192803547653,905861386
6vLG8CHkhw6eW,250000823926688,688237492
ixUq6qMyAE,187417788399217,588982153
5Zk2boWwj6MvXp5Z,274101905344092,719706777
j5RzUcXCsrfPm,300223713252719,626368909
nLwQP4Q4764BAO8,420582768613782,151300685
uMLjwGty3,625334689121538,512211905
jPr5QqAry9,053263544334534,978825185
2iJCKd4JdUYh,101495005782089,641919141
EgrETc7JX,061044953016196,620820357
filIh0lHhVtRbl26,256348052689277,918236563
ABxQ5aiMe8PKgFs,608385668868450,847324837
JaGp959iiO,115091989171672,637449847
DFc9gnWEWiCBK3Ax,012084851797150,158631844
2aCRP9hZucHau,043167895385611,370460291
DTuZuAscTjUt7CmP,378500433504802,445242431
yh3MHsyQ,836244728270961,609500806
HRdOXuFPQp4,720609365938033,539281962
w4F6jPHZ,014471017546635,078417140
FdIyiHHcmWIXA,139741796450685,591734050
ElbHMReZtUBnqP4,316133885533037,365074035
1Oz2HDbK,659029467873453,660912683
2uj7fdiiB,975689440886661,683387772
IYKHOowxnbYtDNr,512234797290559,191358813
7tAapziR8FN8vrq,370959296040019,292840630
RUDkSUa5,628379801119470,438645436
yZzUQmQMZtJUz7r,862333221654968,189091644
jLuuPPpy,899641428395837,953487966
aMYZLgkAxP,832002063009934,631998899
5oqzFSCC1864TGsm,441013032703239,821448385
dhIr7GCj,646671390054370,545157092
8KlvbECnxbFiP,251821189514559,238163406
jxYnRdfP,699224706287754,935423278
XyN5507ns,776586046615383,506032500
2DprNzdisN,185263482755035,249227884
hQUi4Oz9,904582757420594,144614625
8C7hTOuq4ThJ,999993983112838,843338535
ntEVMz2S7,961733799627026,491082594
Magwmkx1tik,476760263979889,413808677
kTmisCyxih72Y,670317781553255,516859007
aqFqmOBdt,558852270460839,905300528
fnF9zJNCR2fty,919592146756629,724515422
78YERQUGf1,536510053424407,187844347
P7gF6uB2hKx3IQ,773706725267183,347921604
g5qRmIPy,817567843496929,548342039
0B6Wjcm8RzGc4enn,975014546731800,101855175
nm2YMl6VupWSJm,684269048937923,806522666
v0ChSuWz,572811017316640,833482923
iaiUV3j4bi,901449218942758,163960730
VrL4tbAkiZerzKL,973721634449812,607535161
vDkQ89wkPMxKLE,695286168644133,606686279
JTQwkmpniqHX9wn,860396121801549,493952733
Jar5lUQX,450932852519995,768002261
sUiDK8EW,041084558092543,021549754
FINneAkNLq,673900718789853,333159241
srJBdzuLXAan,830141699416348,269533100
rnk7XyfV7,849780730247189,573194367
5r5ZnF5vw1zD,618938571198892,726501329
MQdJ0a0h0Bp8,663834767455451,216423457
cNjCM3C8nKuxzU0r,322589251837067,496976266
l01Y7gVJ,101948881698774,691161550
7ljYGrLOr5u4t9eW,197566090516878,241480341
NHtbrIrfTub5ANnQ,193571652686942,007037406
KyimUnksfdfn3my9,124691978732253,210195789
U40KAxMXjSVfcQ,722415245588909,337072952
Zetfj7yO,496932079125214,412645951
mdU4nuBWWi5EDhHZ,681575952312041,080026796
h5YiaCCsNg,281699544336834,570612166
vEJWzp2OqVvIvXW,011832450510634,669683887
kJWotlK2,786029482384595,715339354
lMOJm4sYyTR1um2K,453921632970787,650582336
iAV24hCYSQ,971781330184391,959547252
jJN9MIVLb,716710206542392,090214391
KMLuRWyyTIaw,378931667187421,343678759
INxvphLM9,190490486354643,398116865
IjnkBSo9p4WrFN,370533801150512,081377518
TwrpqRTXUG,206027368065300,338688247
MwzEjf5NJbFr,264087761501785,752937030
IEBEpK6j,468487587005993,683834053
qigywhcrWqm,728985673437101,633824138
mhBb3m1nsald,934747112478783,971357947
g05ErKfvn,385278434383200,726183904
0vPCfgAgiuzWfbkI,595585723071805,622663295
l0c8elb2649,110001224517604,619080050
oujVOYnuveQv82VD,481475494848014,589648361
l0TfJDac5ILB,558934049836812,659976372
Lck2T6yNk,412771773237099,852147152
cIwcdoBS1oNB4,783761193788104,318375399
P6cVBXtSYxb,566524984350524,722791872
3o4KGHYhG3F,066041534855070,431437086
reyTN7xLB9,895315503921297,639935756
zmKO5Cwo7muhJ,827922958722902,265738927
hGzBH4BV9CvxXyW,562944914178774,036168278
CLGaBkuP6,248481512526276,932285459
EHzcZAjagXTHYyPw,886978359056603,705762926
00ISkXRPSYxPu,374465412347953,648849684
BpsKeaXzgs,535568505836283,620535614
gGC7DiCuwj,519521053658163,511899019
NXRkbbhYXKm,773340494781126,056615006
LjYb4Cred4,527027595476482,504265066
ZG76XR1yD0k85OD,976874905922509,367159008
L5GRB4W7,036597484822763,613413585
hpKDmQbrb,473542590901586,900089925
mFmvv6PiLVm3qJ,060264490859624,387462444
3bRFGULPnl7qML,503660304448749,132421786
g1kkxFLf,411474051784870,823004578
Gc9RxSoWi9HGfP,609690215016539,124768024
owt3FoPwh,129870899291444,603806567
r5uT3QzhiJL,985093186259517,618537086
q2Auvjf3hoRxpwO,056537203783255,783289251
dlrZ0u2DSElBit,279512954650592,903478664
Aii0PC89Jx7mZM,067119856182576,498633189
rpGGMn3ow7ObZ,489101093750629,634548793
rhJzVfrCasNQZzl,792739103905799,518311425
GhDY46EEUe7j,423526111148413,322313176
wzbs2lsd,645919793131401,868505947
Lh78AJSdJf6,247974045408572,794964665
GuzhdFmkyCHN,046804293167923,217953970
gaPNt1Mlh,063199150668193,094739089
eCJGwYi4M7t,765051129914010,606207212
WLwehgvtxpb,826535382027698,742357760
klSnkUXZGhF,234435669863874,391646116
qA7GP4uK,935030780469034,698228374
lbdNKesCl,321537917208585,785295707
TuLFbMA8wWKl,016770749780672,717484301
XhgAA97PKgBxvG,411857249899040,910740229
SxWqV3mOd9,264439309516530,606626483
yiyvzwlHsXsUe,226250972945461,762961144
QT1AkbqLiHFvIi,709267639946146,192131586
a4w19sO6TE5il,371679444937004,890550222
xw8sp0oUSUTi,201665818132709,553619727
