identification,NSS,HASH(NSS)
0ozZdvsw3Sz3djYf,129093415693985,168165115
EmEkvkg757JA5,133051616508341,987367535
WVHaTWcJaOJBzj,290032887764763,597826493
SNzOdqqZGrgug9,226011342840362,781665659
JCfjJtAZJc4S7MDg,287098896620325,189855694
lcU5iQ4LbCzgMBh,259034376388110,682759374
Oiau2AvJDc7xCu8M,164028089262466,313026816
tyK6jetC3,280023059587952,227467508
V8t5Src0A,248092579181299,792099444
vJ5x0tftJUMK,197030856592932,647650947
ZUbWuerZh5KN,156067326502755,484287671
4lV1ChBygVeJaN,263087517146391,048366902
kq54lSX3,146128893742749,473446880
zgeLSoLTc,148111826998662,871687836
Y4kH3QIUXDAx5,262119563710158,647096045
cCSc6yNQNP,290128833277832,198420204
LskmwHOaNkhgNX,167116480213899,212428783
BqrKHhT4lg0rexEA,198043153012817,984273699
XEAsO2m7k7MuiD3v,231060176682359,914950463
1BIox5iDl2g,184018678263109,136702998
io1S2FCaMMm23PA1,292075049091198,355916827
zGLwuCYYv,101111573842261,715898492
oPQ1bw5U8gzGRB8,203049536294429,826874102
KqNb2ihKQF,123127209121347,789805683
gBsC6wW31Ua2HHF,198038676784938,286812929
YdBV0wjpYHKAf2O,299107174512867,554594364
L6zOwRk1Psj85,208058710932816,690053969
ME7KHPhHDAZQ3k2,180102310870966,957052561
olCTzdX50,285078362538356,185083108
jQ94y8t0XdtyZ9Lq,290045882310137,033152662
EJ9ksyjFIGkVU,234030653125907,056476922
mFl8iAxUA,130089070286374,458848844
4GmBJqdpbwGNAYA,281064565508760,608971674
6Pjs65WMHVQQ,243125353402726,111427073
KOLhMQZY,118087007860420,265678923
gTO6fdYNgXe,156102706694469,424943281
qGTXTdKYd1Sf2M,197024727108851,323129355
UlrpEuKsK6,257118274618015,146216084
q1owi5ILeWKFRm,299094930889597,150687035
UoXRk7V2I8D,171086297987522,858427002
GxXvTdMtE,287028768080915,140639309
6KrujUOXwes91,292056243744589,222959531
0WXFA1EF,142087770611037,346003072
NqVgE54VuhOlE,250049345133946,923368765
lUSB8aJHT,298024345066830,336655962
sOkWz8NMRR,176040648364116,451932636
EAinWTGL,240064667779227,909584765
FZIkSNjzb,279055438965191,658601450
Xeq1f1QkPFQNNn6u,233081740729189,324331623
HH4mESJr,114103119031012,552759424
bcF5vLLAe,192018047342831,220897621
jC1SiZ441VoqMTB,187077437497309,470699303
U0cPdNtFKMa,260028488559039,993887546
ggHk4IgnWKBSkV7n,262126546057441,110455101
yd51TOuuV,179080658696279,997097651
mUyONBCqws,230077311894833,343566479
RbVgeSc2eY,228046917973953,875050874
MsFO0EpfUkxgJSe,129116373903495,602007592
MbqQ03m5qA,194112198506662,684262217
uXpdavYZkAO,250104297498769,967048521
Oth6ZZ2ZgA22jN3l,277073226472311,386255480
kbEANTaS8E,167011726322679,058063038
YXbZxZdbb,143025350416967,590136661
tUzw7OFvEN515p,179046528058748,482067882
pScjAUBycX4TDa17,219103814433484,697517203
4BJvLO31Q,263069594268091,313770462
hFfkHQ3vTHycNC,230105464725007,588640505
dCx6juKK,281074054337217,988355465
SK0Mmp6dWtnq8qA,127065753210295,762699536
k5syjj9q,207013534772813,765748411
eJHu2vxp1Ks,298056757595916,938511212
oJKat1ALVYJHuIo,290067244363562,932347354
brLARWgZwyz,186124747629349,267086508
Zi6Ieqzv7UuNE,202128601495744,118435950
tWovYmBEa,111055173020355,493585749
LL8U7dIZAlWIL0Gg,189056782227207,612902506
LAHRUyYTyanY9NW,155126147680980,238015719
PGy2pILzgojvgsdV,203066390961151,901466431
bG8GNOmQ25qye,109096763980696,634189449
j5KzkeIuRyUsMH,150076411588064,866536554
qz1WX50YzGCETwmJ,280075287036050,416724791
MP8PH69nbslfjNN,139106973121037,494135462
0XmGmmdFp0lw,172121483531368,751215066
GWSylSWmvEuUZq9I,230101857969368,291075276
Cy61V1csFouGh,105095509930714,424473887
8SjildGVW,100067720263414,274347003
kAnfM49j,120047627552506,377942709
WQQZEspGHkId,113127208448538,306328415
8jCWMc4Di,114105661453169,339302831
ST9oDkw1ZASwk8,187048450854952,556028412
vdII08OmTiMp,141051358125754,193413627
VIDNmnZun,138019079325096,707889695
RvkFrPoV,128098654035364,547211330
KIf12jJnse7,193057319601316,338321057
w2vEJmwFcMPXg,287043083330756,494122600
umQtyo95a,275129412134069,551103969
eHB6nXg9TRzI5KJg,193086823083738,787333782
PMCpbWF4,244051318885958,099580683
sWqIf8VVl2n,282054159264631,217936847
ALRigoi3,282108663277287,467465927
vVMDiZhiksADFL,245053437992234,304583839
bXVMRmxWAH,114072484082734,071471398
BB1q1gc0jn,157073886620270,668870994
xR7noEqSx,214033593306364,039018837
81Bpwr2w7,130121797206112,980296780
fAEr60cg,248022614791108,089679285
90xZLZtfzfs15g,176031797042777,341763101
DvzKUU5UHMYa,291029365787878,297311606
P9LeuFbSkC,288027921056211,726698892
7keBvyT7J,175070913769384,101894465
oJfavS3aCXsTaZz,128078538508044,214917016
qJDoFQb1siP,233119548762964,036921237
WOJGWqx6Mu,121014472028902,538145370
HNWmI6YtiX,237030495537782,606774871
ty4AozE0EIvkc,165094965641746,316244793
fx5IDgOpc,264073204571821,372350220
QW2HIr4DkqZ,158108677456782,357248171
9VQxvEw04RQi70,108100230658770,648090106
xmRu4mA8WxbQJ,122114193059796,576907751
IByKhJAdKvdtb,124106786288169,745284301
kgv1IfAU,277090884169850,226417945
WGuqne1z,234078135497618,197929457
PwpU1nzE2CfV,296110832639126,856808669
wElLXSzyVGOz,124064573895410,045952949
WivaCyPboZb9qV9,223015320514892,952427522
2Hx77Cpen,110105629571349,947833374
ucONTsgNeWsh,147041632385929,033517878
KFoFZ4z1CC,102077663598515,232926448
QFcJKcA1Ru,108076753048464,847811519
Q6OAu1LUAqy3K,177115784072361,616051345
cg1GpGI9u,275092399033561,516620718
pBW3owaNAwvbsf7B,141106843953737,124573604
Ld6awnTbgJrrFpI3,158032427050789,293072829
PGxAM0rYJ,199020471773883,607268291
ge4E6IvDTJjjH4,142085410562745,814500217
VTXEZGpBr,185096823408591,553634462
9tbBySZntZKA8,241025868907688,517592341
UtgKWnqekidWMwZg,119047048288583,308906933
ujZdFnenTz2,173070908265794,714649482
dbtkW9hZXUElIh,294090584769857,753502024
RLc8OwYqP5poL,291055454633804,136081577
d44B4gxTzo,287024164852418,548046547
QDIlR2yobpQu,249126555654577,388068402
sYnVPnKv37,192028107637311,036421122
GK7kdW4bcT8Xzov,144014861462642,889049363
EcgYkEqdE,268066344192129,312359011
zH0Lq7DmquO,258091898700619,536637547
AQv3Nw78QutkC1h,256110698711694,447126507
T0giaMeZ5caQRR,250030660007996,411070768
LuT71Le6p,119017089453981,246500790
ZUatsjxt,210063157373099,208302811
ob5jP5lg2DeLk3E,109031019966825,523785257
Vdrci8WNnRS,270127523912463,387665791
kX1IC5S2aRTqRZs,203092212564034,349437172
IlWMRSzgsw,220047159390728,126150615
jfhRAqKG2,116086179622077,637290611
liwXBtr0cRy8AF,188087639578975,108580785
Yh2KV8cdHL7oj2,172106284054134,532613362
i6YpSPy5O,133049352580640,270885622
mfAbSHWlS,248126345099966,569504543
GmLOKxKR6JyKOym,200097562485316,709994421
LxMcB55tx6ent,255012388046153,203219956
f0mEAQwad8s61,235016905955349,428997516
tavfL71TCQEM,100027828723109,549799783
0VlHUh9pJOUp0,210062786935204,827428172
Mh53mAbU4C7z,290015127763886,391365959
R4Y3coci9s0S,150042635889506,037022671
tyy9prsxIEXnVIIk,120100585083223,544756778
MJncZ0NTHr,243043163233233,593987631
RQbxbYIJH6lw,144093630672766,237605564
Zac41RNSxw1rz,176012870166976,665056679
jaqOQbVCaU,267041495730632,761316497
DwuNL5AScpGbMAiR,132064405866851,888041403
9SKMI7UkW1iU,212033393473538,466038822
gHWmo8R16FuAv,237036968752291,326250954
Rn9KBh7tHbb,234076542409360,360307219
eQ5sFm98d,120053969523928,073160022
NgSJurVzfINlC,236110185180339,470757967
zPggkNGku,178108684430428,403210187
boImePpROaPX,287047877191314,560501336
gTKu52XWF,221128679552168,335515212
BBhv3xxvdAI,116067277649568,057589174
X64vlPJ7JMsS,171017907950316,449617349
0lJfO3cpWcaN,292064292813277,813943286
l97Ob05Zc8vabx,118093986386492,067296310
GdDZmNB69dzmzpD,112077330230720,435471921
C8BPkAtvsu,217041101339480,159017760
MVKVMDVwK,265040975730788,755323776
kAtObP0qn,168023956165630,848570647
T8HcFbNWh1ruauJ,279054400551815,954238989
kP7HThKek,109066960506451,694008808
B9bF3YT3SE,231071103811685,855096065
pXyQWYRKRklTqJmB,254026029079717,050435714
LKtCmaf4BoG60wAn,287040617941020,475785275
Sd6xZ1TMGPYw,296076923054089,083643556
WLC7lp1bY,135058604429179,854961603
qvjtaBnYHx4C,136030619883674,549009515
beUxiqIqk4R,204042636888353,409295276
CGH3vLp6V,218036510226678,180055507
2FJSyj6S9xF,216068705898877,732358627
XQBFinhti,230067959275811,413827892
BsMijOXebzyi6,163091023708278,567319700
1wllHtlhB,123032005216020,336110221
iAB3GmCb,177124766780581,756729840
nk4Nbsvph,199054514936453,319549721
gppTDRuxHlh,108078177820386,743006933
88cZ940ry247SOZc,287125911338196,955013406
toxcg1CbmqzZeng,188115190559650,365588727
ovFCB7SyplAZt,161070940818882,820645079
m1q2XF5zOQR,187051575352286,010641834
w9m6v8PBQCOyvyB,197083461769327,301090002
kGlB6VebJw0YN4sP,243053650259495,464371276
VlrH3imIS,284015830870572,896895160
P8ksFgL3H5,179076426467759,509259037
XxqNLDHmeMbCVr3r,213019150845221,047420705
mk7aPpTWl0,252022541104374,124034645
QRy8BqpTiSKWEcZ,113096289167787,056303937
VT49IjB5uYvH,199096704822016,203090175
LXpmLJdRbUQ2i,188059266077912,259923159
PEh0vxxcx1pQL,283119190685052,324320762
h7c06CRWu8OFu,136107729492838,951606973
6GCcIHFzUHO8rbE,114061022210097,425046610
JJn7LMqNIc4B3hg,212023284032135,209597644
tHwNXEp0sl,181068450636604,901782440
pjiUYI9Q,265064057958759,804720886
VbPBzdpEr,177121394859961,807284142
lO6ZLDawaz,299024256174681,494410002
sVT39aOiLGux8,124106640843496,422205931
YOSHjNB6J7r6yOs,200094962121613,054553638
mIySdO02e,170107645702620,045434758
rCBckRxAhXLQJNj,233044290761316,242259351
GPrIJOXj7,261105152886136,164817887
XU1Ae2UAtAoW8,152044332994793,253125997
y32SQr9UeW,167013580134212,860142620
5LvMioGzZoh6mpy,297012375613949,200147774
NQFaDzG5narBwz8,225122732064439,982466125
8Xsv9Lylogc,240026750476534,058871557
vpZxgWrrwcBcAoV,207017592660953,626524410
YopN9XrKGK,238104476575860,325819948
iiyxebBlDWtYDDQ,133107541031568,049414183
Q5E9jYoW4GBbfFpd,233090304429268,654666996
bnefPacuAeFN,136082707808439,974192842
BJiqvNgyfC,120082441696911,002976342
wkj1AGKkq8,282094037621372,518519871
GP5ZHqdItpxV,163128248002805,508299177
WgifEoJ2Xt,231125274251617,166862622
HYBunls7OkrDsDYE,160059015401373,939953678
T3PHZMu9,293100690915588,105675173
HWbACXN9KqWJW,177124373764001,580625877
KuR5IKEh,175058384560562,250103637
PIfgaBOLVa5TXE,117065495714812,138606446
fzQDNFEt,125016015144280,728304842
NDISsOqax,215028746087636,141568623
oSWnG0wV,173085801408020,012259498
Z8IDoPfrafa,256115279477909,162381188
zgEOc7uBCHRSuOVX,286033618009887,900985033
cxChanKbVE,118120887570837,785945069
bTTwLihwW,279105967647210,887271814
thQY5wpY,199023670176661,418869013
fbRqO8H3AX,220059245684765,695641105
iguIseprv1cgdlK,254115056165766,772830097
FwqvbA6M,176050465058047,982482210
gW3FT6GSlNS,235037682001791,879784705
PJJhiyde,260051056625656,037773438
eueOD1BTm2S4vqu,200010559296083,311091678
7Xg9oJt8,127019475617383,259788887
viauV3bvIW2F,122077510389541,317761579
8NiUaIaIQi6Bc5,151018605231404,024599360
SpweKsU2hr7eQ8G,273059038649325,636320836
zzRqWHaeN4828,122025489784854,381623870
U5EAqqpk7HMh,275041595970126,051433015
ZuSURPKOI,175028213110753,927095476
dqmO8gXTOzDbwDF,106085472003356,915719834
9PwoELrQM,292015637162307,590089062
IUe3lYXtMZFU,141071181330795,793137162
4CjEMt7M4K8,255125000700679,969747221
ZpM4H5EcUc1CpJFd,237091073689363,794369428
T0u0tnIhvHZK,222045971131700,004056161
oJvOvIvjddUsbm3G,145013962146554,836961006
cvRZCamqCpZ,273063824912905,898968545
LI7WS6qkSmJ,135122933874496,141544445
CzNlMwNGIQNGr,163052931366586,363459705
WgiD5PrZt902j3Jp,288110661556020,768069222
RIVUqCaVv3BvHIMH,288067596688566,525760518
8mNQo5JYWj1,279118372376595,691133494
SZqwuZIgE,128113972732349,536516414
eszECqJnTUy,139082610560207,988955964
03zEHnAPxYV8Bi5,159120115810916,909888649
hZ5O7J5sTEY5E,100033504616096,010078549
ApkVZuFyqtmtY,228022459680863,236444860
y6UMI0HU4wU,204015285564911,766962726
bdretC4tqmf,294101441823268,258761892
6mwWKVJWR,239125293053769,707958676
wcUA5ImW,130038233319039,778332651
1QhmINFBn,234106873866197,758353209
FzhUq7fUd,178038693815364,272219487
8W08TVwzn,121051569787599,771476685
mRa0buEG5GYN3X8,219010908865778,587441862
FknKdH7FiSFMsBA,270010193963258,819831669
B49EOWViCh,298070354387679,670465970
7Xf5qOuEQVIlpn,148125706205096,462913129
YyDQdxpVSAL6xUsk,169085592682023,635130227
I7jOQJBoDlr,167059258859411,720846543
hYn715DhQRoq2ncm,259021680707119,106051210
0kXmTm7NdvO3I,154012935911363,340224710
7wouLNUcvZZS,109113044604425,715193314
TmN2PCmtJpdP4T,147017823694187,550153109
yrKrruCnXfN3iJ2d,269046134157846,217574117
q8ysN7ERm,190096426081987,595053981
yhdYlEllTSyWUS4,171125981900295,834339512
OFADbgisMU6,141010273768298,082985273
eoQNggP9qyka1,256059379199210,949282001
aEH6rfksh,252092885584633,595214920
cDnIlx8R,108125700943318,148339319
S6ew6np3,172087786015204,932684055
M6xOlpKYTIbs61,226019211229459,355468955
NpEpOHaeBjN1,141085620289624,605877208
SQtC02zg6RWX7,247101187262138,838774539
BLBGr3bxoTDhMGyn,235027065170978,917195917
l46XacuAGZ,124035666031509,690500388
Wwv9mLgajylw,124045144670036,345249929
ems8DZoEJAOR,131126231118581,368796942
dhvvZ6hvZnxG8uw,219014316136505,747990068
PXM8uawE93anHUQI,125082946300898,390374172
seR68BowWI,279038419490591,643408932
hL241k6OkizbSXi,158040380849709,005221479
BsmRtaAxh9,132064001946033,825100660
tUGmrnuQpXjW,269111750415503,600910866
t4L6g2cRZTHcAr,186097841333076,269324147
aWAs7Uanfc,189087917186684,757916753
DBsL9N2EzC,214074945834668,971080424
yRrGORg2rHRr3SR,270018560070464,186103314
7PQVpP1QSX6To,178014102696611,548104632
dLG8tY9kDe,178126446957560,003660233
TUubjjkQIlc8Lk9d,157018708498572,771957228
0cAMgIpC5hFNF1V,259109129405374,933165643
mMrcuBCGfd6XVCN,135045355342413,806488676
ucN8UjTfh,276094628088006,939268334
x9G3MxSI1iY4B8Zx,203032615240917,725430569
HY8AywPK,217037646667957,134460256
l9fowrCS2vnWrLyF,102120338645936,378684125
1ZrZAvEH2xo,291047124828546,909427742
1uLDUlOY1,147096661882350,703896919
OJv1ztPY5dTc,245121201171146,735841178
nK0KXmXlBkF7m,130034761617162,205934485
MLq61lVT1wtof,202097606724734,204589535
p7iKqlID4vF1IMU,156064431778188,299186339
vSMpuBLG,201081915627667,786043198
CLWJzSjXvvePHf,196047699059966,425802284
nr05t293xCGJ,267117074763486,897536444
WOzWKoPJbuSz82,280067769415997,360290768
x80AKphaRN7Xhk7,289070984604393,316695951
Y0DWAf2Pzts,205122847117176,059093749
pNk4OPiD,280013044495227,443509037
MgGxHsnfC,144115755657687,077770418
bSTVO4Py,117051746421547,034309662
k6G5woNV,281033828626354,845486245
f86YLp4JA9,160070776048647,024710950
zvQJCHpEdLT,143121431571660,922301168
MnfxOOIYvj,118097562164133,455346830
x0p9UgCqlvDWI,236079141750884,071275503
eKoLixKt04,136087739890252,292106347
EWjOV9pxLId3hS,273011405251051,352918782
lSoe3pBj1ZW,174041813210268,785347314
FgZjszmAaz,158090540452262,731442962
dXknJe7b81ffduaJ,291128896339887,226853704
XWUOC8kpKwk4W3d,209123813895468,758456212
sief4UZj,215078804295451,593600766
bWTjCeUCChnZj,283015969456961,320937713
OrXyiLddE4lqTvhC,297026103473595,110926102
QiTePfC5,129082781507355,643751599
i6w39XstxA6,170080102619210,738727468
gqln8i7WD,137021357228521,077917023
Xb9tx09LjMzH6Pb,277121889854567,338969078
9oal5xmFcXaAjD,207087344562708,348899612
j65Tu5Ct,160017463298813,715437988
uGlAqGiVKp,115023506517537,660663567
lUaX1zVbk,192088614837063,423541220
jBLIjKmMmQPBnNY,234066167637963,379271797
YsfOruUXBicVE,276128676092951,925860461
qypcB3yFFJA9F,295068644998674,468125384
xz64z5ZU0jA3Y,237044852206523,671603292
P1AW9MqS5g,236054815941241,068112166
h7IhUQWOi,210122200234974,899225369
GFhkidXH,298027997465969,639715181
fF9xXENHAkH3iyk6,169104989504918,481020372
H80BoQnzSZdTO,200073761404230,678444790
cIkW9mQszqu3Q,116063389322866,976542164
8FTcl89sPSZaFFM,244014540008903,560436787
SB0xhUE3,238070853811403,817437681
H5P24d0SFY,257015841690489,851726648
9qTz2Krf,168049204164319,585088528
KAomqF3UAk,194110586443948,170695588
li1FzBAbB2Tkt,266087685119378,177007949
lBbh2IYEpl1,245078911810447,758244106
mHetQFWvpPnZVmbw,276084187542235,674160571
XWZuYxMY0oSyg,268048223439920,372725104
Bxe87YFv4Hwf1T,271107964461578,966212972
Iu4gEJsk8B,253091552881908,215765908
ugYyxg26,132027750709178,428380297
PB1wH5AnF4YS,232012201887043,298049361
p5ZVGJxSBc4RmKI,291126703335922,216159301
YTFtUPJ2,219115803340638,343083135
gH6dbxODjC0,249037676217986,185998636
zLzO1N2IrXm1gG9z,248073454254484,435683604
eKBiPueN,102011131572731,050054654
BlucvcWF4,296061922146400,139568375
NIxBLXmBHqywxX,261018737065352,714180791
zZD9Do4S5B1OF1uW,178110785030710,389963001
uRiTfGZWo,167084304672048,659024730
L0gTDqZtJHFD3ho,155081964080115,905610584
fYkxwbE0Mf7j,115084106389250,883875259
WlWw6spT1e1,159102684198375,839621813
qZI4jpfHylyuOvc,285079164968661,089037498
W2IzYGnX4m4Hf,167100472446297,117962790
xFmTPmE53Tj8GnE,141097040233550,835893927
femUMIzPCvM,257069097352893,312744600
rTfxBiyZCadU,239088626136694,210128745
pXHNA1Aq9NUqd,295088601847545,510695440
bIduLzeFPX4Ogx,193049331361008,855360587
73AWkQWigS,116070943869725,099390362
WuL1ybT5yRUGnrJU,146117911804680,934969034
f9bgwgLNlxS,259040320534816,779944430
5fMoGKY3kQVDiuM,242064853090121,680374775
eTbxdYn0VL,244124340804995,136393813
vu7OGArZzau9iM,161056060735750,281881941
q3IeHZAHu,159070177515834,602171315
Peo9vrXynFvgRe,267071363785883,145670787
ORRrZaq4oEa3ve,186065667876512,531041300
HEoztP0NxoSo5,298042330637684,101325151
Sj1AoJxY2ixmZ,157094419496964,498673916
5cIIbovtUTN,240047629631594,004061787
vf0veBC9CLpfNc,140120738303134,841516571
rFJcwAUOVq91,250086713716444,035443810
wJprIzJ9aZO,279125570647168,958786406
Hw310TOwdeR,158082647881246,746600640
mXhgw8cQlWAUJGn,158043319864926,801226261
bGLXblnqlVwZkMsu,154052515955403,005138665
kErGZeBsqjaCNS8r,277091469245882,178863689
YseamxP34cI,246115859872064,199712977
k1ZKbLwKiWwoJg9W,280020300937278,030289636
WP8pUIwakjzN7,285112498142326,032898685
5iLjhrTbZj7agVOE,161047633257735,084300515
h6fzHylW3Pi,182114170040612,607042698
ajyo9i4vX,102121027181828,690113878
WhvZuuGZswFHEv,182075158340470,474782765
Bd4hSXtgH,215069158838309,902081044
V7CVRH5PWYycI7MJ,293021427671705,075492295
JjhzNHuOPKU,188046313286585,446685961
sV2HsyV7klcy,295118732354137,606740375
U8nHeEKp6QuButzh,252081242114094,460860461
BzN4eIzDOzxamy,162086241878387,039039437
WAxD70fDFPdL67S,247023367486695,694216884
ARm8YIPw4PPU,217087330246632,899953723
nh9WY6EYZnZ5x,196115561413641,322256165
xot4gPywA,260017452705881,050318837
O6GxiZTKNF2Ufc8U,170046818139227,908402511
H2vS6WKg,217065270341437,841916109
rpe5pPY7U6zw,288021971065431,933301057
HBnNobPat,260021744799285,861021780
3Osu5VGVDl,250035100484188,915398272
Nkpo6BzQx,282065500112579,680815242
6fcuLkTCjwMs9FK,164105506749865,887191261
vg94YZQk98,191067767646909,881497624
ufOvyUbp4s,138040944098906,907923988
lbXLRtxaR0M7,111080775356381,712051284
SFkG723aeFMuMp,156018195757410,295525708
3ntKqWJSh6raXsrE,210090409591249,236323627
eHxMXuYlKxlMMlas,148084856111862,809369575
Lpe8jgZ9IU1MMoz0,152073462777463,651505431
g1SypiJMa,108113658450199,936218074
WumBnTgHpW,256105698715566,136282441
vj8FyIDRgWw4mV,144037086199808,784940721
LSkSLWCsmrl59,252077281806749,222141179
iv6ujmgzsabf8,165050196309796,667518027
JXORel0ylEw2W,247096568002555,912987012
cuWsj7YWUQpn0Q1u,265087878850579,507901599
2BuVe8My,102012014763479,242692702
WicKAE3Td6vf7M,168095707017112,878766427
vLrBkqfUsqE,254075201706858,592701240
YubPdTT00tRcZr,121092675583593,657303295
9bo5mJ3yYAmC9k,284058419249313,722929347
bEH1h8AvU6,195053947418300,381883715
yOl7i0OHrVitE,277013039645061,998254081
XpY8bkyD5gbwj,117061567004397,275030463
FzoBDzM9VL46,149017641741723,508480484
nHXX350Ekh1,131031033429269,079645192
Y6ePdItNdJII,159049462722162,585660528
PNTqi5JZ,112066721901893,447278810
xu49wdghpC,174121279926602,451979173
Xmj33HUw57fVyeX,228045657606044,454858107
E0FjuhJzV0QFL,145097124390209,956422053
a0NZgfV3oxEFsN,109083148217820,404382979
9I4xJQrLWq2,211117009942400,694684422
1sot2SUOgb,101032800291345,941568997
mihhUHMNCh0pjs,144051927174545,791878573
6RGJ0I1SCFxHOR,294050324517369,480476236
Ct69PVd17wgsknf,236063974218434,946768613
jlTB9EAtY4,192109532090398,867873994
zM2vxvbd,254055176185731,740543110
